  CrystFEL reflection list version 2.0                                
  Symmetry: mmm                                                       
   h    k    l          I    phase   sigma(I)   nmeas                 
  13   46   18     -11.01        -       6.49      70
  13   46   19       1.26        -       6.37      48
  13   46   20       5.21        -       6.47      55
  13   46   21       8.79        -       8.04      47
  13   46   22       1.93        -       5.98      42
  13   46   23      10.08        -       6.66      40
  13   46   24      -1.40        -       7.88      21
  13   46   25      -5.49        -       6.59      15
  13   46   26      -1.02        -       6.35      13
  13   46   27       1.96        -       3.36      13
  13   46   28     -11.42        -      13.49       2
  13   47    0       1.03        -       8.69      63
  13   47    1      -6.00        -       5.66     163
  13   47    2       4.60        -       6.16     137
  13   47    3      29.26        -       7.08     139
  13   47    4       4.98        -       5.00     142
  13   47    5       8.72        -       6.71     115
  13   47    6      -5.80        -       6.50      96
  13   47    7       4.88        -       4.92     140
  13   47    8      12.41        -       5.80     120
  13   47    9       4.61        -       6.06      96
  13   47   10      12.41        -       7.66     107
  13   47   11      24.21        -       6.19     108
  13   47   12      20.91        -       9.59     102
  13   47   13      -2.56        -       5.76      91
  13   47   14      -6.38        -       4.84      81
  13   47   15       5.97        -       5.52      73
  13   47   16      -4.71        -       6.65      52
  13   47   17       6.37        -       5.34      57
  13   47   18       0.61        -       6.39      43
  13   47   19       0.55        -       5.35      53
  13   47   20      10.41        -       9.77      38
  13   47   21       3.88        -       4.08      29
  13   47   22      -4.04        -       9.45      21
  13   47   23       7.69        -       4.87      26
  13   47   24      -0.81        -       2.55      17
  13   47   25      -2.55        -       1.26       9
  13   47   26       3.37        -       4.34       3
  13   47   27       1.39        -       1.47       2
  13   48    0       0.41        -       6.33      62
  13   48    1       7.35        -       5.52     111
  13   48    2       5.02        -       5.56     115
  13   48    3      20.51        -       6.18     118
  13   48    4       8.50        -       5.39     108
  13   48    5      -1.10        -       6.07      98
  13   48    6       3.92        -       6.33      84
  13   48    7       2.28        -       4.98      95
  13   48    8      -1.04        -       5.05      93
  13   48    9      -0.33        -       6.11      71
  13   48   10      -1.75        -       4.87      85
  13   48   11      11.59        -       5.98      94
  13   48   12       6.82        -       5.44      87
  13   48   13       2.46        -       5.55      79
  13   48   14       5.70        -       7.31      60
  13   48   15      -1.79        -       5.94      49
  13   48   16      -2.29        -       8.01      38
  13   48   17      -7.05        -       6.25      40
  13   48   18       8.87        -       6.56      34
  13   48   19      -0.15        -       3.52      39
  13   48   20       5.79        -       6.75      20
  13   48   21       4.62        -      14.38      11
  13   48   22      -1.93        -       8.56       9
  13   48   23       4.88        -       3.49      13
  13   48   24       0.91        -       5.10       5
  13   48   25      -5.71        -       0.26       2
  13   49    0       5.55        -       8.02      44
  13   49    1      -2.62        -       4.98      83
  13   49    2       8.64        -       5.17      83
  13   49    3      -5.89        -       5.02      82
  13   49    4       2.01        -       5.14      83
  13   49    5       7.82        -       6.70      76
  13   49    6      12.70        -       6.21      60
  13   49    7      -0.74        -       5.11      76
  13   49    8       2.01        -       5.46      68
  13   49    9      -2.68        -       4.53      56
  13   49   10       4.88        -       5.64      58
  13   49   11      15.62        -       8.39      58
  13   49   12      -3.89        -       5.85      50
  13   49   13      -2.59        -       6.35      35
  13   49   14       1.11        -       4.83      47
  13   49   15       0.85        -       7.01      31
  13   49   16      -0.16        -       5.67      32
  13   49   17      12.75        -       5.91      24
  13   49   18       8.32        -       5.90      13
  13   49   19       1.44        -       5.74      11
  13   49   20       3.01        -       2.67      10
  13   49   21      -3.49        -       5.19       6
  13   49   22      -2.95        -       2.20       2
  13   49   23       0.48        -       2.23       3
  13   50    0       1.33        -       7.20      36
  13   50    1       9.41        -       6.77      67
  13   50    2       5.45        -       5.87      56
  13   50    3      16.23        -       7.87      55
  13   50    4     -11.11        -       5.39      54
  13   50    5      11.48        -       5.06      44
  13   50    6       8.46        -       6.43      43
  13   50    7      -5.81        -       5.08      46
  13   50    8      -6.59        -       6.58      46
  13   50    9      12.98        -       7.67      41
  13   50   10       2.57        -       8.02      30
  13   50   11       4.35        -       6.02      39
  13   50   12       2.57        -       6.18      27
  13   50   13      -8.72        -       5.54      24
  13   50   14       9.54        -      10.58      20
  13   50   15      -2.39        -       5.18      19
  13   50   16      15.02        -      13.51       9
  13   50   17      -1.67        -       4.29      17
